dataset,column,day,n_injected_in_day,clean_daily_mean,polluted_daily_mean,abs_bias,bias_pct,snr
weather:tokyo,temperature_2m,2025-02-21,1,4.9,4.8816,0.0184,0.3748,0.0021
weather:tokyo,temperature_2m,2025-03-07,1,5.4583,5.43,0.0283,0.5183,0.0032
weather:tokyo,temperature_2m,2025-03-09,1,5.7583,5.7348,0.0236,0.4091,0.0027
weather:tokyo,temperature_2m,2025-03-15,1,7.5708,7.6007,0.0298,0.394,0.0034
weather:tokyo,temperature_2m,2025-03-28,1,19.25,19.1802,0.0698,0.3624,0.0079
weather:tokyo,temperature_2m,2025-04-10,1,16.0042,16.0685,0.0643,0.4018,0.0073
weather:tokyo,temperature_2m,2025-04-15,1,15.3583,15.2892,0.0692,0.4504,0.0079
weather:tokyo,temperature_2m,2025-04-16,1,14.2458,14.2663,0.0205,0.1436,0.0023
weather:tokyo,temperature_2m,2025-05-03,1,17.5125,17.6484,0.1359,0.7762,0.0155
weather:tokyo,temperature_2m,2025-05-25,1,19.0125,19.109,0.0965,0.5078,0.011
weather:tokyo,temperature_2m,2025-06-11,1,21.6542,21.7401,0.0859,0.3968,0.0098
weather:tokyo,temperature_2m,2025-06-16,1,26.1625,26.0475,0.115,0.4396,0.0131
weather:tokyo,temperature_2m,2025-06-22,1,28.05,27.9161,0.1339,0.4773,0.0152
weather:tokyo,temperature_2m,2025-06-28,1,27.525,27.6316,0.1066,0.3871,0.0121
weather:tokyo,temperature_2m,2025-06-30,2,29.3333,29.315,0.0184,0.0626,0.0021
weather:tokyo,temperature_2m,2025-07-05,1,30.1,30.0013,0.0987,0.3278,0.0112
weather:tokyo,temperature_2m,2025-07-13,1,25.2042,25.2888,0.0847,0.336,0.0096
weather:tokyo,temperature_2m,2025-07-19,1,27.2333,27.3322,0.0989,0.3631,0.0112
weather:tokyo,temperature_2m,2025-07-25,1,30.9833,30.7779,0.2055,0.6631,0.0234
weather:tokyo,temperature_2m,2025-07-31,1,28.3542,28.2215,0.1327,0.4679,0.0151
weather:tokyo,temperature_2m,2025-08-01,1,26.9,26.7865,0.1135,0.422,0.0129
weather:tokyo,temperature_2m,2025-08-10,1,26.8167,26.8773,0.0607,0.2262,0.0069
weather:tokyo,temperature_2m,2025-08-18,1,31.8375,31.7195,0.118,0.3707,0.0134
weather:tokyo,temperature_2m,2025-08-21,1,32.0,32.1674,0.1674,0.5233,0.019
weather:tokyo,temperature_2m,2025-08-24,1,31.9583,31.8612,0.0971,0.304,0.0111
weather:tokyo,temperature_2m,2025-08-30,1,32.0542,31.9595,0.0946,0.2952,0.0108
weather:tokyo,temperature_2m,2025-09-02,1,31.3,31.4615,0.1615,0.5158,0.0184
weather:tokyo,temperature_2m,2025-09-13,1,25.5,25.3947,0.1053,0.413,0.012
weather:tokyo,temperature_2m,2025-10-02,2,21.475,21.6763,0.2013,0.9374,0.0229
weather:tokyo,temperature_2m,2025-10-17,1,19.5125,19.6138,0.1013,0.519,0.0115
weather:tokyo,temperature_2m,2025-10-26,1,15.4333,15.3925,0.0408,0.2647,0.0046
weather:tokyo,temperature_2m,2025-10-31,1,13.9917,14.0302,0.0386,0.2757,0.0044
weather:tokyo,temperature_2m,2025-11-07,1,14.6458,14.7081,0.0623,0.4253,0.0071
weather:tokyo,temperature_2m,2025-11-17,1,14.8,14.8806,0.0806,0.5446,0.0092
weather:tokyo,temperature_2m,2025-12-02,1,13.1583,13.24,0.0817,0.6208,0.0093
weather:tokyo,temperature_2m,2025-12-06,1,6.6875,6.7596,0.0721,1.0782,0.0082
weather:tokyo,temperature_2m,2025-12-14,1,4.8625,4.84,0.0225,0.4629,0.0026
weather:tokyo,temperature_2m,2025-12-28,1,3.6042,3.6034,0.0008,0.022,0.0001
weather:tokyo,temperature_2m,2025-12-30,1,7.1625,7.1552,0.0073,0.1015,0.0008
weather:tokyo,temperature_2m,2026-01-05,1,5.0083,4.9766,0.0317,0.6329,0.0036
weather:tokyo,temperature_2m,2026-01-19,1,7.9125,7.8946,0.0179,0.2258,0.002
weather:tokyo,temperature_2m,2026-01-20,1,5.8625,5.8685,0.006,0.1022,0.0007
weather:tokyo,temperature_2m,2026-01-26,1,3.8708,3.9133,0.0424,1.0967,0.0048
weather:tokyo,temperature_2m,2026-01-29,1,4.55,4.5619,0.0119,0.2622,0.0014
weather:tokyo,temperature_2m,2026-02-07,1,2.7208,2.6962,0.0246,0.9042,0.0028
weather:tokyo,temperature_2m,2026-03-03,1,7.4917,7.513,0.0214,0.2854,0.0024
weather:tokyo,temperature_2m,2026-03-28,1,13.5583,13.5271,0.0312,0.23,0.0035
weather:tokyo,temperature_2m,2026-04-12,1,16.6125,16.5181,0.0944,0.568,0.0107
weather:tokyo,temperature_2m,2026-04-16,1,15.6375,15.5864,0.0511,0.327,0.0058
weather:tokyo,temperature_2m,2026-04-18,1,15.9417,16.0572,0.1156,0.725,0.0131
weather:tokyo,temperature_2m,2026-04-21,1,19.7667,19.6796,0.0871,0.4406,0.0099
weather:tokyo,apparent_temperature,2024-01-05,2,1.7458,1.7391,0.0067,0.3846,0.0006
weather:tokyo,apparent_temperature,2024-01-10,1,0.3833,0.3612,0.0221,5.7671,0.0018
weather:tokyo,apparent_temperature,2024-01-18,1,3.4667,3.5074,0.0407,1.1748,0.0034
weather:tokyo,apparent_temperature,2024-01-27,1,-1.6458,-1.6149,0.031,1.8806,0.0026
weather:tokyo,apparent_temperature,2024-02-07,1,-0.5333,-0.5268,0.0065,1.2171,0.0005
weather:tokyo,apparent_temperature,2024-02-15,1,7.7833,7.8278,0.0444,0.5707,0.0037
weather:tokyo,apparent_temperature,2024-03-09,1,-1.9792,-1.988,0.0088,0.4463,0.0007
weather:tokyo,apparent_temperature,2024-04-03,1,11.4625,11.3984,0.0641,0.5591,0.0054
weather:tokyo,apparent_temperature,2024-04-12,1,11.9,11.8382,0.0618,0.5192,0.0052
weather:tokyo,apparent_temperature,2024-04-26,2,18.7792,18.6024,0.1768,0.9415,0.0148
weather:tokyo,apparent_temperature,2024-05-07,1,18.05,18.1115,0.0615,0.3405,0.0051
weather:tokyo,apparent_temperature,2024-05-12,1,16.7417,16.795,0.0533,0.3184,0.0045
weather:tokyo,apparent_temperature,2024-05-28,1,22.725,22.7748,0.0498,0.2193,0.0042
weather:tokyo,apparent_temperature,2024-06-07,1,21.875,21.7837,0.0913,0.4172,0.0076
weather:tokyo,apparent_temperature,2024-06-13,1,23.8,23.8611,0.0611,0.2566,0.0051
weather:tokyo,apparent_temperature,2024-07-08,1,36.2917,36.0934,0.1983,0.5464,0.0166
weather:tokyo,apparent_temperature,2024-07-17,1,29.6333,29.7456,0.1123,0.3788,0.0094
weather:tokyo,apparent_temperature,2024-07-24,1,35.2958,35.2135,0.0823,0.2332,0.0069
weather:tokyo,apparent_temperature,2024-07-28,1,36.425,36.2344,0.1906,0.5234,0.0159
weather:tokyo,apparent_temperature,2024-08-02,1,32.9667,33.0537,0.0871,0.2641,0.0073
weather:tokyo,apparent_temperature,2024-08-05,1,34.8792,34.9719,0.0928,0.2659,0.0078
weather:tokyo,apparent_temperature,2024-08-13,1,35.4125,35.5205,0.108,0.3049,0.009
weather:tokyo,apparent_temperature,2024-08-16,1,27.4583,27.3874,0.0709,0.2582,0.0059
weather:tokyo,apparent_temperature,2024-08-19,1,34.25,34.0394,0.2106,0.615,0.0176
weather:tokyo,apparent_temperature,2024-08-31,2,30.05,30.0548,0.0048,0.0161,0.0004
weather:tokyo,apparent_temperature,2024-09-12,1,32.9917,33.1619,0.1702,0.516,0.0142
weather:tokyo,apparent_temperature,2024-09-17,1,30.9708,31.0428,0.072,0.2324,0.006
weather:tokyo,apparent_temperature,2024-09-18,1,34.3208,34.2206,0.1002,0.2919,0.0084
weather:tokyo,apparent_temperature,2024-09-24,1,17.9333,18.0284,0.0951,0.5301,0.008
weather:tokyo,apparent_temperature,2024-09-26,1,25.7792,25.6894,0.0898,0.3482,0.0075
weather:tokyo,apparent_temperature,2024-10-27,1,20.0792,20.1849,0.1057,0.5265,0.0088
weather:tokyo,apparent_temperature,2024-11-24,1,6.625,6.6114,0.0136,0.2053,0.0011
weather:tokyo,apparent_temperature,2024-12-03,1,9.0792,9.0395,0.0396,0.4365,0.0033
weather:tokyo,apparent_temperature,2024-12-15,1,1.4708,1.4996,0.0287,1.9546,0.0024
weather:tokyo,apparent_temperature,2024-12-23,1,1.2458,1.2216,0.0242,1.9423,0.002
weather:tokyo,apparent_temperature,2024-12-28,1,0.8125,0.8194,0.0069,0.854,0.0006
weather:tokyo,apparent_temperature,2024-12-31,1,3.2708,3.267,0.0039,0.1178,0.0003
weather:tokyo,apparent_temperature,2025-01-12,1,0.0083,0.0134,0.0051,61.3106,0.0004
weather:tokyo,apparent_temperature,2025-01-16,1,-0.3875,-0.3866,0.0009,0.2306,0.0001
weather:tokyo,apparent_temperature,2025-01-17,1,-1.7417,-1.7371,0.0046,0.265,0.0004
weather:tokyo,apparent_temperature,2025-02-13,1,1.5125,1.5403,0.0278,1.8389,0.0023
weather:tokyo,apparent_temperature,2025-02-21,1,0.2375,0.2439,0.0064,2.7051,0.0005
weather:tokyo,apparent_temperature,2025-03-28,1,19.3208,19.4095,0.0887,0.4589,0.0074
weather:tokyo,apparent_temperature,2025-04-06,2,12.5,12.4871,0.0129,0.103,0.0011
weather:tokyo,apparent_temperature,2025-05-03,1,16.6958,16.6052,0.0906,0.5427,0.0076
weather:tokyo,apparent_temperature,2025-05-11,1,21.3625,21.4662,0.1037,0.4852,0.0087
weather:tokyo,apparent_temperature,2025-05-19,1,20.0792,20.127,0.0478,0.2382,0.004
weather:tokyo,apparent_temperature,2025-06-28,1,30.4042,30.5718,0.1676,0.5514,0.014
weather:tokyo,apparent_temperature,2025-06-30,1,33.0417,32.9625,0.0791,0.2395,0.0066
weather:tokyo,apparent_temperature,2025-07-10,1,33.4458,33.5369,0.0911,0.2723,0.0076
weather:tokyo,apparent_temperature,2025-07-11,1,26.2583,26.2044,0.054,0.2056,0.0045
weather:tokyo,apparent_temperature,2025-07-13,1,29.1667,29.3061,0.1395,0.4782,0.0117
weather:tokyo,apparent_temperature,2025-07-19,1,31.2708,31.4843,0.2135,0.6827,0.0179
weather:tokyo,apparent_temperature,2025-07-25,1,36.1,35.8891,0.2109,0.5841,0.0176
weather:tokyo,apparent_temperature,2025-07-31,1,31.2583,31.382,0.1237,0.3957,0.0103
weather:tokyo,apparent_temperature,2025-08-24,1,37.3833,37.6018,0.2184,0.5843,0.0183
weather:tokyo,apparent_temperature,2025-08-26,1,35.5375,35.3324,0.2051,0.5772,0.0172
weather:tokyo,apparent_temperature,2025-08-30,1,36.4583,36.3455,0.1129,0.3095,0.0094
weather:tokyo,apparent_temperature,2025-10-07,1,21.9208,21.8753,0.0455,0.2077,0.0038
weather:tokyo,apparent_temperature,2025-11-25,1,8.0625,8.0386,0.0239,0.2968,0.002
weather:tokyo,apparent_temperature,2025-12-14,1,2.2042,2.2213,0.0171,0.7773,0.0014
weather:tokyo,apparent_temperature,2025-12-28,1,0.3083,0.3153,0.007,2.2679,0.0006
weather:tokyo,apparent_temperature,2026-01-08,1,-1.425,-1.4136,0.0114,0.8024,0.001
weather:tokyo,apparent_temperature,2026-01-19,2,5.0333,5.0105,0.0228,0.4531,0.0019
weather:tokyo,apparent_temperature,2026-01-20,1,0.5833,0.6013,0.0179,3.072,0.0015
weather:tokyo,apparent_temperature,2026-02-15,1,10.0625,10.0986,0.0361,0.3585,0.003
weather:tokyo,apparent_temperature,2026-02-17,1,2.1042,2.1184,0.0142,0.6769,0.0012
weather:tokyo,apparent_temperature,2026-02-26,1,5.1458,5.177,0.0311,0.6049,0.0026
weather:tokyo,apparent_temperature,2026-03-03,1,4.925,4.8964,0.0286,0.5815,0.0024
weather:tokyo,apparent_temperature,2026-03-19,1,11.8667,11.8372,0.0295,0.2487,0.0025
weather:tokyo,apparent_temperature,2026-04-21,1,17.4375,17.3704,0.0671,0.3851,0.0056
weather:tokyo,precipitation,2024-01-01,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-01-24,1,0.0042,0.0042,0.0,0.0,0.0
weather:tokyo,precipitation,2024-01-25,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-02-07,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-02-11,1,0.0083,0.0083,0.0,0.0,0.0
weather:tokyo,precipitation,2024-03-03,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-03-04,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-03-14,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-03-23,1,0.1333,0.1327,0.0006,0.4827,0.0016
weather:tokyo,precipitation,2024-04-12,1,0.0583,0.0583,0.0,0.0,0.0
weather:tokyo,precipitation,2024-04-18,1,0.125,0.125,0.0,0.0,0.0
weather:tokyo,precipitation,2024-05-07,1,0.65,0.6505,0.0005,0.0829,0.0013
weather:tokyo,precipitation,2024-05-12,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-05-28,1,0.8375,0.8318,0.0057,0.6802,0.014
weather:tokyo,precipitation,2024-06-07,1,0.0167,0.0167,0.0,0.0,0.0
weather:tokyo,precipitation,2024-06-09,1,0.0458,0.0458,0.0,0.0,0.0
weather:tokyo,precipitation,2024-07-08,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-07-16,1,0.825,0.826,0.001,0.1197,0.0024
weather:tokyo,precipitation,2024-07-29,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-08-12,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-09-10,1,0.0458,0.0458,0.0,0.0,0.0
weather:tokyo,precipitation,2024-09-11,1,0.0167,0.0167,0.0,0.0,0.0
weather:tokyo,precipitation,2024-09-24,1,0.0042,0.0042,0.0,0.0,0.0
weather:tokyo,precipitation,2024-10-11,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-10-18,1,0.2083,0.2083,0.0,0.0,0.0
weather:tokyo,precipitation,2024-12-03,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-12-10,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-12-28,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2024-12-31,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-01-06,1,1.1083,1.1083,0.0,0.0,0.0
weather:tokyo,precipitation,2025-01-12,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-01-13,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-01-16,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-02-07,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-02-13,1,0.0292,0.0283,0.0008,2.8754,0.0021
weather:tokyo,precipitation,2025-02-20,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-03-01,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-03-09,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-03-10,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-03-15,1,0.0542,0.0542,0.0,0.0,0.0
weather:tokyo,precipitation,2025-04-10,1,0.05,0.05,0.0,0.0,0.0
weather:tokyo,precipitation,2025-04-16,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-05-02,1,3.3667,3.3628,0.0039,0.1163,0.0096
weather:tokyo,precipitation,2025-05-14,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-05-18,1,0.0167,0.0167,0.0,0.0,0.0
weather:tokyo,precipitation,2025-05-19,1,0.1375,0.1375,0.0,0.0,0.0
weather:tokyo,precipitation,2025-05-22,1,0.1625,0.1625,0.0,0.0,0.0
weather:tokyo,precipitation,2025-05-25,1,0.975,0.974,0.001,0.1024,0.0025
weather:tokyo,precipitation,2025-06-11,1,0.4292,0.4274,0.0018,0.423,0.0045
weather:tokyo,precipitation,2025-06-19,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-06-28,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-07-06,1,0.0792,0.08,0.0008,1.0194,0.002
weather:tokyo,precipitation,2025-07-11,1,0.0958,0.0954,0.0004,0.4395,0.001
weather:tokyo,precipitation,2025-07-13,1,0.0125,0.0125,0.0,0.0,0.0
weather:tokyo,precipitation,2025-07-19,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-07-31,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-08-01,1,0.1458,0.1458,0.0,0.0,0.0
weather:tokyo,precipitation,2025-08-30,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-09-02,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-09-16,1,0.2042,0.2042,0.0,0.0,0.0
weather:tokyo,precipitation,2025-09-17,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-10-02,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2025-12-26,1,0.05,0.0456,0.0044,8.7701,0.0108
weather:tokyo,precipitation,2025-12-28,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2026-01-19,2,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2026-02-07,1,0.1625,0.1625,0.0,0.0,0.0
weather:tokyo,precipitation,2026-02-11,1,0.5625,0.5625,0.0,0.0,0.0
weather:tokyo,precipitation,2026-02-15,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2026-03-03,1,0.7667,0.7667,0.0,0.0,0.0
weather:tokyo,precipitation,2026-03-14,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2026-03-28,1,0.1542,0.1531,0.001,0.6666,0.0025
weather:tokyo,precipitation,2026-04-09,1,0.15,0.15,0.0,0.0,0.0
weather:tokyo,precipitation,2026-04-18,1,0.0,0.0,0.0,,0.0
weather:tokyo,precipitation,2026-04-23,1,0.8417,0.8559,0.0142,1.689,0.035
weather:tokyo,surface_pressure,2024-02-27,1,1011.45,1006.0704,5.3796,0.5319,0.8357
weather:tokyo,surface_pressure,2024-03-03,1,1009.9875,1012.1041,2.1166,0.2096,0.3288
weather:tokyo,surface_pressure,2024-03-09,2,1005.4375,1002.4351,3.0024,0.2986,0.4664
weather:tokyo,surface_pressure,2024-04-03,1,1008.9542,1014.8313,5.8771,0.5825,0.913
weather:tokyo,surface_pressure,2024-04-15,1,1017.2833,1020.7855,3.5021,0.3443,0.544
weather:tokyo,surface_pressure,2024-05-12,1,1012.7292,1006.8566,5.8726,0.5799,0.9123
weather:tokyo,surface_pressure,2024-05-21,1,1010.2167,1006.0551,4.1615,0.4119,0.6465
weather:tokyo,surface_pressure,2024-05-29,1,1001.475,1005.3973,3.9223,0.3916,0.6093
weather:tokyo,surface_pressure,2024-07-08,1,999.4417,995.5685,3.8731,0.3875,0.6017
weather:tokyo,surface_pressure,2024-07-16,1,1011.8083,1014.6275,2.8192,0.2786,0.4379
weather:tokyo,surface_pressure,2024-07-20,1,1004.5,998.4955,6.0045,0.5978,0.9328
weather:tokyo,surface_pressure,2024-07-24,1,1000.8125,1006.8523,6.0398,0.6035,0.9383
weather:tokyo,surface_pressure,2024-07-27,1,1012.7292,1010.5434,2.1857,0.2158,0.3395
weather:tokyo,surface_pressure,2024-07-28,1,1007.5417,1002.1648,5.3768,0.5337,0.8353
weather:tokyo,surface_pressure,2024-08-04,1,1003.9208,1009.3279,5.407,0.5386,0.84
weather:tokyo,surface_pressure,2024-08-12,1,996.5042,992.1399,4.3642,0.438,0.678
weather:tokyo,surface_pressure,2024-08-13,1,1002.0875,998.6138,3.4737,0.3466,0.5396
weather:tokyo,surface_pressure,2024-08-16,1,998.6583,1003.8781,5.2198,0.5227,0.8109
weather:tokyo,surface_pressure,2024-08-19,1,1007.5875,1001.6576,5.9299,0.5885,0.9212
weather:tokyo,surface_pressure,2024-09-12,1,1010.8667,1007.5429,3.3238,0.3288,0.5163
weather:tokyo,surface_pressure,2024-09-18,1,1009.5917,1014.6208,5.0291,0.4981,0.7813
weather:tokyo,surface_pressure,2024-10-11,1,1011.1417,1005.2897,5.852,0.5788,0.9091
weather:tokyo,surface_pressure,2024-11-24,1,1019.3458,1023.2249,3.879,0.3805,0.6026
weather:tokyo,surface_pressure,2024-12-09,1,1012.2292,1008.8854,3.3438,0.3303,0.5194
weather:tokyo,surface_pressure,2024-12-28,1,1006.4375,1003.4423,2.9952,0.2976,0.4653
weather:tokyo,surface_pressure,2025-02-07,1,1001.8875,1007.0859,5.1984,0.5189,0.8076
weather:tokyo,surface_pressure,2025-02-13,1,999.9667,996.3105,3.6562,0.3656,0.568
weather:tokyo,surface_pressure,2025-02-16,1,1006.475,1001.9234,4.5516,0.4522,0.7071
weather:tokyo,surface_pressure,2025-04-16,1,1000.4625,1003.7548,3.2923,0.3291,0.5114
weather:tokyo,surface_pressure,2025-06-11,1,1003.6542,1000.8458,2.8084,0.2798,0.4363
weather:tokyo,surface_pressure,2025-06-19,1,1010.0042,1007.8305,2.1737,0.2152,0.3377
weather:tokyo,surface_pressure,2025-07-05,1,1000.3625,1003.1055,2.743,0.2742,0.4261
weather:tokyo,surface_pressure,2025-07-06,1,999.2292,1002.3496,3.1204,0.3123,0.4847
weather:tokyo,surface_pressure,2025-07-11,1,1010.0208,1013.9456,3.9248,0.3886,0.6097
weather:tokyo,surface_pressure,2025-08-02,1,994.5375,989.0632,5.4743,0.5504,0.8504
weather:tokyo,surface_pressure,2025-08-10,1,1000.9917,1004.5169,3.5253,0.3522,0.5476
weather:tokyo,surface_pressure,2025-08-18,1,1009.6875,1013.7494,4.0619,0.4023,0.631
weather:tokyo,surface_pressure,2025-09-13,1,1009.4,1005.2902,4.1098,0.4072,0.6384
weather:tokyo,surface_pressure,2025-10-03,1,1018.0125,1013.1259,4.8866,0.48,0.7591
weather:tokyo,surface_pressure,2025-10-31,1,1014.5417,1016.7906,2.2489,0.2217,0.3494
weather:tokyo,surface_pressure,2025-11-08,1,1021.4042,1015.4743,5.9299,0.5806,0.9212
weather:tokyo,surface_pressure,2025-11-11,1,1011.675,1015.7598,4.0848,0.4038,0.6346
weather:tokyo,surface_pressure,2025-11-25,1,1007.7792,1002.9761,4.8031,0.4766,0.7461
weather:tokyo,surface_pressure,2025-12-28,1,1016.4708,1018.9506,2.4797,0.244,0.3852
weather:tokyo,surface_pressure,2026-01-08,1,1004.9292,998.7137,6.2155,0.6185,0.9656
weather:tokyo,surface_pressure,2026-01-19,1,1010.775,1017.0014,6.2264,0.616,0.9673
weather:tokyo,surface_pressure,2026-02-11,1,1006.5958,1003.693,2.9028,0.2884,0.4509
weather:tokyo,surface_pressure,2026-02-15,1,1009.7083,1013.0149,3.3066,0.3275,0.5137
weather:tokyo,surface_pressure,2026-02-16,1,1008.2667,1011.2361,2.9695,0.2945,0.4613
weather:tokyo,surface_pressure,2026-02-17,1,1014.7333,1011.6759,3.0575,0.3013,0.475
weather:tokyo,surface_pressure,2026-02-26,1,1015.5333,1009.3989,6.1344,0.6041,0.953
weather:tokyo,surface_pressure,2026-03-19,1,1003.05,999.6615,3.3885,0.3378,0.5264
weather:tokyo,surface_pressure,2026-04-16,1,1008.9292,1015.0385,6.1093,0.6055,0.9491
weather:tokyo,surface_pressure,2026-04-17,1,1018.0958,1013.8107,4.2852,0.4209,0.6657
weather:tokyo,soil_temperature_7_to_28cm,2024-01-01,1,9.725,9.7561,0.0311,0.3201,0.0037
weather:tokyo,soil_temperature_7_to_28cm,2024-01-07,1,8.4292,8.3999,0.0292,0.3468,0.0035
weather:tokyo,soil_temperature_7_to_28cm,2024-01-26,1,4.4333,4.4454,0.0121,0.2723,0.0014
weather:tokyo,soil_temperature_7_to_28cm,2024-03-03,1,7.4292,7.4574,0.0282,0.3796,0.0033
weather:tokyo,soil_temperature_7_to_28cm,2024-03-04,1,8.0042,8.0321,0.0279,0.3487,0.0033
weather:tokyo,soil_temperature_7_to_28cm,2024-03-09,1,6.325,6.3407,0.0157,0.2477,0.0019
weather:tokyo,soil_temperature_7_to_28cm,2024-03-23,1,7.8917,7.9325,0.0408,0.5175,0.0048
weather:tokyo,soil_temperature_7_to_28cm,2024-05-29,1,21.3583,21.2986,0.0598,0.2798,0.0071
weather:tokyo,soil_temperature_7_to_28cm,2024-06-07,1,21.8083,21.7382,0.0702,0.3217,0.0083
weather:tokyo,soil_temperature_7_to_28cm,2024-06-24,1,23.4708,23.5877,0.1168,0.4978,0.0139
weather:tokyo,soil_temperature_7_to_28cm,2024-07-28,1,31.5833,31.7882,0.2049,0.6486,0.0243
weather:tokyo,soil_temperature_7_to_28cm,2024-08-04,1,33.75,33.8596,0.1096,0.3247,0.013
weather:tokyo,soil_temperature_7_to_28cm,2024-08-16,1,31.2958,31.3804,0.0845,0.2701,0.01
weather:tokyo,soil_temperature_7_to_28cm,2024-09-11,1,29.1292,29.0056,0.1236,0.4242,0.0146
weather:tokyo,soil_temperature_7_to_28cm,2024-10-18,1,22.3792,22.2976,0.0815,0.3643,0.0097
weather:tokyo,soil_temperature_7_to_28cm,2024-10-21,1,18.2542,18.3151,0.0609,0.3338,0.0072
weather:tokyo,soil_temperature_7_to_28cm,2024-10-31,1,17.4708,17.5491,0.0783,0.4481,0.0093
weather:tokyo,soil_temperature_7_to_28cm,2024-11-11,1,15.0833,15.1274,0.0441,0.2924,0.0052
weather:tokyo,soil_temperature_7_to_28cm,2024-12-03,1,11.1083,11.1533,0.045,0.4051,0.0053
weather:tokyo,soil_temperature_7_to_28cm,2024-12-10,1,8.3833,8.4181,0.0348,0.4149,0.0041
weather:tokyo,soil_temperature_7_to_28cm,2024-12-23,1,7.3417,7.3258,0.0158,0.2155,0.0019
weather:tokyo,soil_temperature_7_to_28cm,2025-01-17,1,5.0042,5.0184,0.0143,0.2852,0.0017
weather:tokyo,soil_temperature_7_to_28cm,2025-02-20,1,7.4,7.4261,0.0261,0.3521,0.0031
weather:tokyo,soil_temperature_7_to_28cm,2025-03-09,1,6.0917,6.1106,0.0189,0.3108,0.0022
weather:tokyo,soil_temperature_7_to_28cm,2025-03-10,1,7.0667,7.0992,0.0325,0.4604,0.0039
weather:tokyo,soil_temperature_7_to_28cm,2025-03-12,1,9.4125,9.3585,0.054,0.5736,0.0064
weather:tokyo,soil_temperature_7_to_28cm,2025-03-15,1,10.5083,10.4795,0.0288,0.2741,0.0034
weather:tokyo,soil_temperature_7_to_28cm,2025-03-28,1,16.3875,16.4214,0.0339,0.2066,0.004
weather:tokyo,soil_temperature_7_to_28cm,2025-04-10,1,14.2542,14.2233,0.0309,0.2167,0.0037
weather:tokyo,soil_temperature_7_to_28cm,2025-04-13,1,14.3208,14.2659,0.055,0.3839,0.0065
weather:tokyo,soil_temperature_7_to_28cm,2025-05-02,1,17.1125,17.1615,0.049,0.2864,0.0058
weather:tokyo,soil_temperature_7_to_28cm,2025-05-22,1,22.425,22.5249,0.0999,0.4453,0.0118
weather:tokyo,soil_temperature_7_to_28cm,2025-06-16,1,24.0708,23.9624,0.1085,0.4507,0.0129
weather:tokyo,soil_temperature_7_to_28cm,2025-06-19,1,26.1083,25.9956,0.1127,0.4318,0.0134
weather:tokyo,soil_temperature_7_to_28cm,2025-07-02,1,29.2708,29.447,0.1762,0.6019,0.0209
weather:tokyo,soil_temperature_7_to_28cm,2025-07-06,1,30.9333,31.0761,0.1428,0.4616,0.0169
weather:tokyo,soil_temperature_7_to_28cm,2025-07-10,1,31.7333,31.5953,0.138,0.435,0.0164
weather:tokyo,soil_temperature_7_to_28cm,2025-07-13,1,25.6792,25.5501,0.1291,0.5027,0.0153
